country,year,msw_gen_t,msw_trt_t,gdp_meur,population,msw_data_flag,log_gdp,log_pop,log_msw
FR,2022,36421000.0,34568000.0,2286576.7,68091703.0,reported,14.642566366236638,18.036365928161214,17.410656089327755
FR,2023,36035000.0,33975000.0,2323916.2,68436003.0,reported,14.65876433778402,18.041409603763253,17.40000124634068
HR,2004,1311000.0,,41205.7,,reported,10.62633187528277,,14.086300762745838
HR,2005,1449000.0,,42988.7,,reported,10.668692569442499,,14.18638422130282
HR,2006,1654000.0,1221000.0,45167.8,,reported,10.7181397225699,,14.318707154565773
HR,2007,1719000.0,1704000.0,47448.5,,reported,10.767400191315003,,14.357253284364987
HR,2008,1788000.0,1780000.0,48384.6,,reported,10.786936860255967,,14.396608234715597
HR,2009,1743000.0,1732000.0,45088.5,,reported,10.716382504062043,,14.371118324502158
HR,2010,1630000.0,1604000.0,44486.1,,reported,10.702932059809363,,14.304090572782945
HR,2011,1645000.0,1633000.0,44436.7,,reported,10.701820983570604,,14.31325094218161
HR,2012,1670000.0,1627000.0,43442.5,,reported,10.679193503596409,,14.328334184392938
HR,2013,1721000.0,1671000.0,43384.4,,reported,10.677855208467328,,14.358416075193677
HR,2014,1637000.0,1582000.0,43142.5,,reported,10.672263869121734,,14.308375856353273
HR,2015,1654000.0,1617000.0,44143.4,4180915.0,reported,10.69519870448358,15.246040680067466,14.318707154565773
HR,2016,1680000.0,1642000.0,45673.6,4131115.0,reported,10.72927572943545,15.234057904287235,14.334304351379442
HR,2017,1716000.0,1649000.0,47173.5,4078769.0,reported,10.761587573228846,15.221305785168735,14.355506559030045
HR,2018,1768000.0,1619000.0,48546.7,4014341.0,reported,10.790281500245579,15.205383757395817,14.385359522179726
HR,2019,1812000.0,1621000.0,50052.4,3968676.0,reported,10.820825735641655,15.193943095780014,14.409941765585062
HR,2020,1693000.0,1525000.0,45892.6,3933511.0,reported,10.734059163007716,15.185042969239198,14.342012661115273
HR,2021,1767000.0,1590000.0,51689.9,3893026.0,reported,10.853017683578038,15.174697305224285,14.384793751301833
HR,2022,1844000.0,1659000.0,55460.4,3862305.0,reported,10.923424531549097,15.166774713476812,14.427447683098675
HR,2023,1833000.0,1641000.0,57546.6,3850894.0,reported,10.960350333343106,15.163815887100117,14.421464526821842
HU,2004,4592000.0,4552000.0,26491239.7,,reported,17.09232465894522,,15.339826216981539
HU,2005,4646000.0,4606000.0,27630438.0,,reported,17.13442854910837,,15.35151719231249
HU,2006,4711000.0,4671000.0,28717400.6,,reported,17.173013789691623,,15.365410757682179
HU,2007,4594000.0,4365000.0,28812844.1,,reported,17.176331821383016,,15.34026166223118
HU,2008,4553000.0,4426000.0,29099081.6,,reported,17.186217171506232,,15.331296914316919
HU,2009,4312000.0,4284000.0,27137755.2,,reported,17.116436497085775,,15.27691239157097
HU,2010,4033000.0,4033000.0,27427573.0,,reported,17.12705937923254,,15.210021073855506
HU,2011,3809000.0,3809000.0,27953279.8,,reported,17.14604509594036,,15.152877245460742
HU,2012,3988000.0,3988000.0,27578850.0,,reported,17.132559732578294,,15.198800410063866
HU,2013,3738000.0,3738000.0,28139299.1,,reported,17.152677701735485,,15.134061266997644
HU,2014,3795000.0,3713000.0,29358955.8,,reported,17.19510819568303,,15.149194968811868
HU,2015,3712000.0,3710000.0,30433439.6,9815858.0,reported,17.231052548676313,16.09950979909058,15.127081372888227
HU,2016,3721000.0,3734000.0,31175602.1,9779652.0,reported,17.255146362896397,16.095814458555832,15.12950300732876
HU,2017,3768000.0,3752000.0,32461341.2,9739857.0,reported,17.295560437743035,16.091736993786093,15.142054914678392
HU,2018,3729000.0,3746000.0,34281168.8,9713655.0,reported,17.350106746795223,16.089043185506664,15.131650659160957
HU,2019,3780000.0,3791000.0,36021687.2,9700272.0,reported,17.39963173725918,16.08766448431758,15.14523456759577
HU,2020,3931000.0,3931000.0,34458805.1,9689376.0,reported,17.355275113477376,16.08654058550859,15.184404404403997
HU,2021,4042000.0,4042000.0,36947735.6,9651461.0,reported,17.425014920666,16.082619860819232,15.212250176945703
HU,2022,3911000.0,3911000.0,38481946.2,9610403.0,reported,17.465699759405886,16.078356715551077,15.179303653737652
HU,2023,4115000.0,4115000.0,38167507.4,9599744.0,reported,17.457495119995446,16.077246989415837,15.230149392093308
IE,2004,3001000.0,2704000.0,155082.1,,reported,11.95170993309117,,14.914456124422504
IE,2005,3041000.0,2779000.0,163996.4,,reported,12.007599755345892,,14.927696966659502
IE,2006,3385000.0,3100000.0,172174.3,,reported,12.056262614773736,,15.034864464328512
IE,2007,3398000.0,3175000.0,181330.6,,reported,12.108077163526952,,15.038697581214015
IE,2008,3224000.0,3104000.0,173198.1,,reported,12.062191305073396,,14.986133382608656
IE,2009,2953000.0,2825000.0,164376.0,,reported,12.009911765545851,,14.89833216072606
IE,2010,2846000.0,2622000.0,167151.0,,reported,12.026652874480662,,14.861425057631935
IE,2011,2823000.0,2558000.0,169836.0,,reported,12.04258854452184,,14.853310707235627
IE,2012,2693000.0,2439000.0,169157.4,,reported,12.038584921404459,,14.806166371793736
IE,2013,,,172862.0,,missing,12.060248867296389,,
IE,2014,2619000.0,2473000.0,189108.2,,reported,12.15007461700623,,14.778303123489849
IE,2015,,,235720.8,4677627.0,missing,12.370403332803209,15.358301488017807,
IE,2016,2763000.0,2718000.0,238600.1,4726286.0,reported,12.382544207757348,15.368650251190802,14.831827603905554
IE,2017,2768000.0,2724000.0,262714.3,4799157.0,reported,12.478822408908522,15.383950835454243,14.833635595719697
IE,2018,2912000.0,2865000.0,282901.9,4855733.0,reported,12.552855473421223,15.395670626684286,14.884350688298714
IE,2019,3086000.0,3037000.0,296984.9,4940311.0,reported,12.60143657474151,15.41293884264808,14.942386311905244
IE,2020,3210000.0,3181000.0,317724.1,5012600.0,reported,12.668938675107972,15.427465300522648,14.9817814951062
IE,2021,3164000.0,3139000.0,370327.8,5066893.0,reported,12.822143838347882,15.438238367203304,14.967347607869682
IE,2022,3191000.0,3151000.0,400539.6,5154277.0,reported,12.900567917007097,15.455337413414593,14.97584490526038
IE,2023,3135000.0,3102000.0,387299.3,5271395.0,reported,12.866953058116753,15.477805591371478,14.958139732049158
IS,2004,147000.0,144000.0,1517954.9,,reported,14.232874526351429,,11.898187865760873
IS,2005,153000.0,121000.0,1624657.1,,reported,14.300807336094481,,11.938193200374572
IS,2006,171000.0,130000.0,1716801.4,,reported,14.355973466328882,,12.049418835484797
IS,2007,174000.0,134000.0,1866872.6,,reported,14.439775182380878,,12.066810578196666
IS,2008,208000.0,208000.0,1898602.2,,reported,14.456628489177715,,12.245293358683455
IS,2009,132000.0,132000.0,1740610.7,,reported,14.369746586624183,,11.790557201568507
IS,2010,154000.0,154000.0,1701937.5,,reported,14.347277865937093,,11.944707881395766
IS,2011,158000.0,158000.0,1725424.2,,reported,14.36098349125942,,11.970350312009105
IS,2012,164000.0,165000.0,1745599.7,,reported,14.372608722200251,,12.007621706806335
IS,2013,167000.0,166000.0,1808388.2,,reported,14.407946509276233,,12.025749091398891
IS,2014,175000.0,175000.0,1842997.4,,reported,14.426903825907612,,12.072541252905651
IS,2015,195000.0,175000.0,1912452.5,329100.0,reported,14.463897007773086,12.704116934931431,12.180754837545884
IS,2016,220000.0,220000.0,2031370.4,332529.0,reported,14.524221197149714,12.714482353319886,12.301382825334498
IS,2017,225000.0,225000.0,2102165.1,338349.0,reported,14.558478371578174,12.731833186136571,12.323855681186558
IS,2018,247000.0,247000.0,2200142.1,348450.0,reported,14.604032507151732,12.761250026866666,12.417143615610113
IS,2019,,,2225184.4,356991.0,missing,14.615350346552912,12.785465850359962,
IS,2020,225000.0,225000.0,2077301.4,364134.0,reported,14.546580205474314,12.805277210743098,12.323855681186558
IS,2021,246000.0,246000.0,2184917.5,368792.0,reported,14.597088628361927,12.817988078455333,12.4130868149145
IS,2022,227000.0,227000.0,2378442.2,376248.0,reported,14.681956293529138,12.838003779416477,12.332705296463539
IS,2023,224000.0,224000.0,2498131.5,387758.0,reported,14.731053610395804,12.868136712676371,12.319401330837177
IT,2004,31150000.0,26626000.0,1633669.9,,reported,14.306339514409537,,17.254324803197736
IT,2005,31668000.0,26810000.0,1646125.2,,reported,14.31393472050997,,17.27081726527346
IT,2006,32516000.0,27829000.0,1675746.9,,reported,14.331769534300546,,17.2972428338486
IT,2007,32536000.0,29076000.0,1700251.2,,reported,14.346286562816198,,17.297857726569198
IT,2008,32461000.0,28178000.0,1682855.3,,reported,14.336002492055401,,17.295549926723446
IT,2009,32107000.0,29840000.0,1593577.2,,reported,14.281491858481205,,17.284584632862583
IT,2010,32440000.0,30505000.0,1617944.7,,reported,14.296667198018966,,17.294902787211488
IT,2011,31386000.0,29928000.0,1629196.9,,reported,14.303597751980217,,17.261872491580803
IT,2012,29994000.0,28765000.0,1578280.6,,reported,14.271846584605198,,17.216507919623762
IT,2013,29573000.0,28538000.0,1549587.1,,reported,14.25349906631131,,17.202372340859064
IT,2014,29652000.0,27537000.0,1549565.6,,reported,14.253485191551283,,17.205040134758747
IT,2015,29524000.0,26926000.0,1563289.6,60295497.0,reported,14.262302876949414,17.914767982292062,17.20071404987208
IT,2016,30112000.0,27374000.0,1582615.3,60163712.0,reported,14.274589289746036,17.91257993783002,17.220434321367243
IT,2017,29572000.0,26948000.0,1607995.7,60066734.0,reported,14.29049905458812,17.910966735446465,17.202338525659126
IT,2018,30165000.0,27488000.0,1621288.1,59937769.0,reported,14.298731514722165,17.908817398606203,17.222192869857
IT,2019,30023000.0,27607000.0,1628246.1,59816673.0,reported,14.303013981196198,17.90679499276885,17.21747431255433
IT,2020,28945000.0,26304000.0,1483849.6,59641488.0,reported,14.210150349864541,17.903861997247763,17.180908035495243
IT,2021,29254000.0,26751000.0,1616373.2,59236213.0,reported,14.295695431994563,17.89704361891941,17.191526874429172
IT,2022,28692000.0,25936000.0,1694301.4,59030133.0,reported,14.342781060445803,17.893558600305983,17.17212889622846
IT,2023,28840000.0,24943000.0,1709936.3,58997201.0,reported,14.351966676323002,17.89300056006668,17.177273870381022
LT,2004,1260000.0,1177000.0,24530.7,,reported,10.107680673331313,,14.04662227892766
LT,2005,1287000.0,1198000.0,26427.3,,reported,10.18215284573981,,14.067824486578264
LT,2006,1326000.0,1237000.0,28381.7,,reported,10.253499850258992,,14.097677449727945
LT,2007,1354000.0,1347000.0,31525.9,,reported,10.358564709196429,,14.118573732454358
LT,2008,1369000.0,1353000.0,32345.4,,reported,10.384227095073438,,14.129591104270586
LT,2009,1206000.0,1196000.0,27545.8,,reported,10.22360535286862,,14.002819656269267
LT,2010,1253000.0,1143000.0,27663.4,,reported,10.227865518850388,,14.041051233878205
LT,2011,1339000.0,1309000.0,29412.8,,reported,10.289185232728608,,14.107433624673309
LT,2012,1330000.0,1283000.0,30701.9,,reported,10.332079820911042,,14.100689500197937
LT,2013,1280000.0,1246000.0,31944.4,,reported,10.371752170578008,,14.0623706358958
LT,2014,1270000.0,1247000.0,33149.5,,reported,10.408782912544,,14.054527458434775
LT,2015,1300000.0,1283000.0,34088.6,2926644.0,reported,10.436718296526838,14.889366932038483,14.077874822431765
LT,2016,1272000.0,1211000.0,34999.4,2895573.0,reported,10.463086197467467,14.878693576865317,14.056101022882205
LT,2017,1286000.0,1275000.0,36613.6,2859077.0,reported,10.508175035068414,14.866009403435655,14.067047183779701
LT,2018,1301000.0,1167000.0,38414.4,2826200.0,reported,10.556187668280892,14.854443611130783,14.078643757494643
LT,2019,1319000.0,1159000.0,40211.2,2812200.0,reported,10.601900842768574,14.849477653138852,14.092384431699452
LT,2020,1350000.0,1197000.0,40228.4,2809977.0,reported,10.602328492837994,14.84868685622305,14.115615150414612
LT,2021,1345000.0,1290000.0,42801.0,2810761.0,reported,10.664316745782925,14.848965823150555,14.111904571018076
LT,2022,1317000.0,1324000.0,43856.1,2805998.0,reported,10.68866909872968,14.847269826885915,14.090866980725417
LT,2023,1282000.0,1266000.0,44180.5,2857279.0,reported,10.69603879424823,14.865380331327726,14.063931916462753
LU,2004,311000.0,311000.0,36068.9,,reported,10.493186277175287,,12.647548191161372
LU,2005,313000.0,313000.0,36964.3,,reported,10.517707860979758,,12.65395846952229
LU,2006,323000.0,323000.0,39188.3,,reported,10.576133511839947,,12.685407602204794
LU,2007,333000.0,333000.0,42362.0,,reported,10.654007012953944,,12.71589776896258
LU,2008,341000.0,341000.0,42233.9,,reported,10.650978495072811,,12.739637756265655
LU,2009,338000.0,338000.0,40866.0,,reported,10.618053700469373,,12.730801174465157
LU,2010,344000.0,344000.0,42402.7,,reported,10.654967318437896,,12.748396936355535
LU,2011,345000.0,345000.0,42845.5,,reported,10.665355901008285,,12.751299696013497
LU,2012,346000.0,346000.0,43552.3,,reported,10.681717793744882,,12.75419405403986
LU,2013,335000.0,335000.0,44933.7,,reported,10.712943348996328,,12.721885810807203
LU,2014,348000.0,348000.0,46112.3,,reported,10.738835004676767,,12.759957758756611
LU,2015,346000.0,346000.0,47158.3,562958.0,reported,10.7612653065037,13.240960303983842,12.75419405403986
LU,2016,474000.0,474000.0,49506.0,576249.0,reported,10.809849153332399,13.264295137933573,13.068962600677214
LU,2017,476000.0,476000.0,50158.0,590667.0,reported,10.822933302103584,13.28900768581298,13.073173133213556
LU,2018,488000.0,488000.0,50966.2,602005.0,reported,10.83891794689581,13.308021029904307,13.098070684835283
LU,2019,491000.0,491000.0,52367.4,613894.0,reported,10.866039539296773,13.327577553789068,13.104199406776658
LU,2020,498000.0,498000.0,52100.3,626108.0,reported,10.86092598588227,13.34727815916335,13.11835535600679
LU,2021,508000.0,508000.0,55710.8,634730.0,reported,10.927929302990737,13.360954990602622,13.138236726560619
LU,2022,471000.0,471000.0,55099.4,645397.0,reported,10.91689410578952,13.377620910309059,13.062613372998555
LU,2023,478000.0,478000.0,55154.2,660809.0,reported,10.917888177720283,13.401220120950878,13.077366011473593
LV,2004,720000.0,647000.0,16307.9,,reported,9.699404931960569,,13.487006490992238
LV,2005,716000.0,596000.0,18202.1,,reported,9.809292251023978,,13.481435445942783
LV,2006,760000.0,709000.0,20536.6,,reported,9.929963939108976,,13.541073712262515
LV,2007,861000.0,782000.0,22675.3,,reported,10.029031505325804,,13.665849783409868
LV,2008,752000.0,756000.0,21906.9,,reported,9.994556934674089,,13.530491602931978
LV,2009,753000.0,753000.0,18393.1,,reported,9.819730873266995,,13.531820506782031
LV,2010,680000.0,680000.0,17719.6,,reported,9.782426650540858,,13.42984807715229
LV,2011,721000.0,601000.0,18257.7,,reported,9.812342187836567,,13.488394416267086
LV,2012,658000.0,615000.0,19591.4,,reported,9.882845973418263,,13.396960210307455
LV,2013,704000.0,715000.0,20002.1,,reported,9.903592547024013,,13.46453363514018
LV,2014,726000.0,722000.0,20421.1,,reported,9.924323959023909,,13.495305293806933
LV,2015,798000.0,738000.0,21193.7,1986096.0,reported,9.961459246685084,14.501681460787573,13.589863876431945
LV,2016,802000.0,737000.0,21734.5,1968957.0,reported,9.986656138787458,14.4930145188861,13.594863886848652
LV,2017,798000.0,737000.0,22473.3,1950116.0,reported,10.020083216879447,14.483399415950124,13.589863876431945
LV,2018,785000.0,676000.0,23441.8,1934379.0,reported,10.062276032551482,14.475296902704333,13.573438996764546
LV,2019,840000.0,854000.0,23600.1,1919968.0,reported,10.06900622829286,14.467819077198406,13.641157170819497
LV,2020,909000.0,865000.0,22781.4,1907675.0,reported,10.033699692531531,14.461395781051873,13.720100373159616
LV,2021,869000.0,868000.0,24363.0,1893223.0,reported,10.10082086695052,14.453791225683304,13.67509840424753
LV,2022,872000.0,848000.0,24828.0,1875757.0,reported,10.119727327533543,14.44452286924161,13.678544702891116
LV,2023,824000.0,,24594.2,1895239.0,reported,10.110265921764059,14.454855509918064,13.621925808891609
MT,2004,254000.0,254000.0,5675.3,,reported,8.643878704388504,,12.445089546000673
MT,2005,253000.0,253000.0,5838.8,,reported,8.672280575256423,,12.441144767709657
MT,2006,270000.0,270000.0,5975.2,,reported,8.695372849042856,,12.506177237980511
MT,2007,275000.0,275000.0,6276.2,,reported,8.744519980776653,,12.524526376648708
MT,2008,282000.0,282000.0,6553.0,,reported,8.787678239039497,,12.54966234992025
MT,2009,277000.0,277000.0,6461.5,,reported,8.773616767965246,,12.531772785169476
MT,2010,258000.0,249000.0,6862.0,,reported,8.833754223418396,,12.460714863903755
MT,2011,259000.0,256000.0,6930.1,,reported,8.843629522094266,,12.464583340681674
MT,2012,257000.0,250000.0,7214.3,,reported,8.883820446404197,,12.456831363877356
MT,2013,257000.0,243000.0,7668.3,,reported,8.9448502270309,,12.456831363877356
MT,2014,273000.0,252000.0,8253.5,,reported,9.018392631787595,,12.517227074167097
MT,2015,285000.0,332000.0,9047.5,438805.0,reported,9.110243755437898,12.991810402031145,12.560244459250788
MT,2016,292000.0,259000.0,9416.5,449635.0,reported,9.150218748634801,13.01619142150679,12.584509081250419
MT,2017,312000.0,284000.0,10637.9,459375.0,reported,9.272178374994873,13.037622148949238,12.65075846679162
MT,2018,326000.0,306000.0,11402.7,474837.0,reported,9.341605448445186,13.070726866229897,12.694652660348845
MT,2019,351000.0,353000.0,11868.5,492968.0,reported,9.381643110621006,13.108199542196056,12.768541502448002
MT,2020,331000.0,310000.0,11458.2,514855.0,reported,9.346460909869423,13.151640586604216,12.7098736543592
MT,2021,317000.0,325000.0,12983.1,516125.0,reported,9.471403790710626,13.154104263188392,12.666657052859417
MT,2022,328000.0,319000.0,13510.2,520174.0,reported,9.51120023469367,13.161918649970984,12.70076888736628
MT,2023,333000.0,312000.0,14469.0,542051.0,reported,9.579763708737081,13.203115371935997,12.71589776896258
NL,2004,9746000.0,8009000.0,587837.4,,reported,13.28420565802688,,16.09236750238559
NL,2005,9769000.0,8034000.0,599794.1,,reported,13.304341708636462,,16.09472466463508
NL,2006,9761000.0,8049000.0,621010.6,,reported,13.339103430013093,,16.093905412157103
NL,2007,9922000.0,8255000.0,645139.5,,reported,13.37722185146273,,16.11026507184313
NL,2008,9868000.0,9869000.0,658795.5,,reported,13.3981684466612,,16.104807756631384
NL,2009,9738000.0,9737000.0,634648.7,,reported,13.360826896441106,,16.091546315724784
NL,2010,9484000.0,9483000.0,643022.0,,reported,13.373934217253423,,16.06511672616743
NL,2011,9479000.0,9480000.0,654424.7,,reported,13.391511808057146,,16.06458938343518
NL,2012,9203000.0,9202000.0,648025.6,,reported,13.381685480726903,,16.035040075820994
NL,2013,8840000.0,8841000.0,647829.6,,reported,13.381382977790626,,15.994797434613826
NL,2014,8894000.0,8893000.0,658276.3,,reported,13.39738003098501,,16.00088745005278
NL,2015,8866000.0,8866000.0,672235.9,16900726.0,reported,13.418364599571243,16.64286713755049,15.997734294287136
NL,2016,8861000.0,8861000.0,688532.8,16979120.0,reported,13.442318235812767,16.647494911827213,15.99717018302944
NL,2017,8792000.0,8792000.0,707684.4,17081507.0,reported,13.46975351058226,16.653506974282614,15.989352775065594
NL,2018,8806000.0,8806000.0,723669.1,17181084.0,reported,13.492089522692424,16.65931956915386,15.990943865297837
NL,2019,8806000.0,8806000.0,740314.7,17282163.0,reported,13.51483064504885,16.665185487117732,15.990943865297837
NL,2020,9300000.0,9300000.0,711679.3,17407585.0,reported,13.475382667575632,16.67241658873967,16.045524958123483
NL,2021,9003000.0,9003000.0,756350.3,17475415.0,reported,13.536259907632033,16.676305594013893,16.013068413090615
NL,2022,8365000.0,8365000.0,794222.5,17590672.0,reported,13.585118927673356,16.682879319508736,15.939566892403061
NL,2023,8316000.0,8316000.0,789472.6,17811291.0,reported,13.579120406565767,16.69534314000541,15.93369192796004
NO,2004,1903000.0,1902000.0,2424228.7,,reported,14.70102396990565,,14.458942146278286
NO,2005,1968000.0,1968000.0,2496221.4,,reported,14.73028870646075,,14.492528356594336
NO,2006,2140000.0,2139000.0,2567296.0,,reported,14.758363762905663,,14.576316386998034
NO,2007,2312000.0,2284000.0,2655104.8,,reported,14.791994684572183,,14.653623508774405
NO,2008,2324000.0,2300000.0,2676951.0,,reported,14.800189018263247,,14.65880039695394
NO,2009,2269000.0,2240000.0,2633764.9,,reported,14.783924901417233,,14.634849763761979
NO,2010,2295000.0,2258000.0,2660232.0,,reported,14.793923894999722,,14.646243401476783
NO,2011,2403000.0,2356000.0,2697077.3,,reported,14.807679263186849,,14.692228514718606
NO,2012,2392000.0,2343000.0,2773241.9,,reported,14.835527554835801,,14.687640394052659
NO,2013,2518000.0,2485000.0,2808542.7,,reported,14.848176294684515,,14.73897549358643
NO,2014,2175000.0,2127000.0,2867387.7,,reported,14.86891196418477,,14.592539222504922
NO,2015,2187000.0,2155000.0,2926005.4,5165802.0,reported,14.889148706083402,15.457570924377272,14.598041299658904
NO,2016,3946000.0,3946000.0,2963797.2,5213985.0,reported,14.901981842004655,15.46685499660148,15.188212965564698
NO,2017,3949000.0,3949000.0,3042920.0,5258317.0,reported,14.928328138687977,15.475321571537952,15.188972940268787
NO,2018,3927000.0,3927000.0,3076708.0,5295619.0,reported,14.939370752173556,15.482390432923484,15.183386333560147
NO,2019,4151000.0,4151000.0,3121927.3,5328212.0,reported,14.953961093431483,15.48852628020056,15.238859827035176
NO,2020,3905000.0,3905000.0,3079450.9,5367580.0,reported,14.94026185983535,15.495887713141935,15.177768341255923
NO,2021,4320000.0,4320000.0,3207038.0,5391369.0,reported,14.98085832768523,15.500309899503742,15.278765960220293
NO,2022,4189000.0,4189000.0,3337897.8,5425270.0,reported,15.020851765599193,15.506578225737586,15.247972599929172
NO,2023,3997000.0,3989000.0,3349670.2,5488984.0,reported,15.024372451193756,15.518253732607027,15.20105463769346
PL,2004,9759000.0,9715000.0,1114262.4,,reported,13.923703219308694,,16.0937004941236
PL,2005,12169000.0,9352000.0,1150596.5,,reported,13.955791061515516,,16.31440229231894
PL,2006,12235000.0,9877000.0,1221957.7,,reported,14.015964802729936,,16.31981125485891
PL,2007,12264000.0,10082000.0,1304567.5,,reported,14.081382126183453,,16.322178699533787
PL,2008,12194000.0,10037000.0,1361756.8,,reported,14.124286188807897,,16.316454585449897
PL,2009,12053000.0,10054000.0,1397368.5,,reported,14.150101382982955,,16.304824149570482
PL,2010,12032000.0,10040000.0,1441650.0,,reported,14.18129884891954,,16.30308032517176
PL,2011,12129000.0,9828000.0,1517415.4,,reported,14.232519050773586,,16.311109837291017
PL,2012,12084000.0,9582000.0,1540355.4,,reported,14.247523726985163,,16.3073928214887
PL,2013,11295000.0,9474000.0,1550895.1,,reported,14.254342806086754,,16.23987070788424
PL,2014,10330000.0,10331000.0,1611698.1,,reported,14.29279890163067,,16.15056284109582
PL,2015,10863000.0,10864000.0,1683124.8,38005614.0,reported,14.336162623721405,17.453244443620754,16.20087307741589
PL,2016,11654000.0,11654000.0,1734143.3,37967209.0,reported,14.366024074199832,17.45223342410733,16.271160026685155
PL,2017,11969000.0,11969000.0,1823494.3,37972964.0,reported,14.416265163369118,17.452384990788936,16.297830531855507
PL,2018,12485000.0,12485000.0,1937387.2,37976687.0,reported,14.476850819159989,17.452483029422527,16.34003848169601
PL,2019,12753000.0,12753000.0,2026128.4,37972812.0,reported,14.521637337893148,17.452380987933005,16.361277096009037
PL,2020,13117000.0,13117000.0,1984885.2,37958138.0,reported,14.501071636677842,17.451994478869633,16.389419656797283
PL,2021,13674000.0,13674000.0,2122381.8,37073357.0,reported,14.568049506571011,17.42840912942977,16.431006777455877
PL,2022,13420000.0,13420000.0,2233922.7,36889761.0,reported,14.619269656401174,17.42344459083135,16.41225668950781
PL,2023,13448000.0,10551000.0,2239498.7,36753736.0,reported,14.621762604142608,17.41975043832005,16.41434095407059
PT,2004,4665000.0,4665000.0,173264.7,,reported,12.06257576193757,,15.35559839226358
PT,2005,4745000.0,4745000.0,174619.3,,reported,12.070363454652147,,15.372601990026165
PT,2006,4898000.0,4898000.0,177457.0,,reported,12.086483605028358,,15.40433751649425
PT,2007,4967000.0,4967000.0,181905.1,,reported,12.111240401496351,,15.418326594089487
PT,2008,5472000.0,5472000.0,182485.8,,reported,12.114427640758288,,15.515154738284524
PT,2009,5496000.0,5496000.0,176788.4,,reported,12.082708816173465,,15.519531112884323
PT,2010,5457000.0,5457000.0,179860.4,,reported,12.099936273417995,,15.51240974616837
PT,2011,5178000.0,5178000.0,176778.4,,reported,12.082652249776379,,15.45992943929362
PT,2012,4766000.0,4766000.0,169617.3,,reported,12.041300001854793,,15.377017936640824
PT,2013,4598000.0,4598000.0,167948.1,,reported,12.031410282085707,,15.341131984305264
PT,2014,4710000.0,4710000.0,169193.2,,reported,12.03879653622136,,15.3651984659926
PT,2015,4769000.0,4586000.0,171883.0,10395121.0,reported,12.054569291774312,16.156847119418146,15.37764719728036
PT,2016,4891000.0,4607000.0,175327.8,10368554.0,reported,12.074412643618382,16.154288129788643,15.402907339521494
PT,2017,5007000.0,4783000.0,181139.4,10344478.0,reported,12.10702217956837,16.15196340872966,15.426347491312082
PT,2018,5213000.0,4984000.0,186476.3,10335770.0,reported,12.136059432242957,16.15112125243495,15.466666063750242
PT,2019,5281000.0,5027000.0,191596.4,10333496.0,reported,12.163146355198329,16.150901215592892,15.47962603168907
PT,2020,5279000.0,5551000.0,175876.6,10375395.0,reported,12.077537891745601,16.15494769564546,15.479247243805753
PT,2021,5311000.0,5674000.0,185653.2,10394297.0,reported,12.131635696192468,16.1567678483197,15.485290699404537
PT,2022,5323000.0,5614000.0,198622.6,10599117.0,reported,12.199161820694902,16.17628125372571,15.487547612154895
PT,2023,5338000.0,5626000.0,204779.8,10929704.0,reported,12.229690534470453,16.206994778358748,15.490361608946607
RO,2004,7483000.0,6001000.0,449123.4,,reported,13.01505296192687,,15.828144339062495
RO,2005,8173000.0,6558000.0,470089.1,,reported,13.060677530187357,,15.916346596498267
RO,2006,8392000.0,6335000.0,507831.6,,reported,13.137905175540661,,15.942789429058271
RO,2007,8161000.0,6159000.0,544567.2,,reported,13.207746629717988,,15.914877268451379
RO,2008,8439000.0,6561000.0,595252.7,,reported,13.296741300248105,,15.948374376140103
RO,2009,7768000.0,6246000.0,562414.3,,reported,13.23999404589787,,15.865523288953298
RO,2010,6343000.0,5645000.0,540447.5,,reported,13.200152779058833,,15.662862400616035
RO,2011,5216000.0,4713000.0,564743.8,,reported,13.244127455961001,,15.467241382588625
RO,2012,5044000.0,4261000.0,575494.4,,reported,13.262984776427748,,15.433709976066947
RO,2013,5071000.0,4270000.0,577098.6,,reported,13.265768414773397,,15.439048594777157
RO,2014,4956000.0,4338000.0,600852.0,,reported,13.306103926951698,,15.41610952173117
RO,2015,4904000.0,4288000.0,619821.1,19870647.0,reported,13.337186166996082,16.80475417564861,15.405561756598184
RO,2016,5143000.0,4760000.0,637547.7,19760585.0,reported,13.36538437674499,16.799199855108927,15.453147124757054
RO,2017,5333000.0,5072000.0,689797.6,19643949.0,reported,13.444153500209472,16.793279909925317,15.489424489582738
RO,2018,5296000.0,4960000.0,727009.0,19533481.0,reported,13.496694136081395,16.78764052557752,15.482462376598981
RO,2019,5430000.0,5007000.0,755800.5,19414458.0,reported,13.535532731447981,16.78152860419887,15.507449691910118
RO,2020,5619000.0,5113000.0,728606.7,19328838.0,reported,13.498889359232136,16.77710873556488,15.541664270094335
RO,2021,5777000.0,5354000.0,769316.6,19201662.0,reported,13.553257867272198,16.770507395751693,15.569395074763403
RO,2022,5767000.0,5415000.0,801533.2,19043098.0,reported,13.59428167250699,16.762215284175678,15.56766257259755
RO,2023,5822000.0,5482000.0,819629.8,19055228.0,reported,13.616608053885512,16.762852057581934,15.577154403287706
RS,2004,,,2755707.4,,missing,14.829184737119485,,
RS,2005,,,2918390.6,,missing,14.88654285791398,,
RS,2006,1730000.0,1040000.0,3032227.2,,reported,14.924807956973924,,14.363631966473962
RS,2007,2067000.0,1241000.0,3269713.4,,reported,15.000212893772426,,14.541608838663905
